Id,body,Score
65115716,"// Close the dropdown menu if the user clicks outside of it
window.onclick = function(event) {
    if (!event.target.matches('.dropbtn')) {
        var dropdowns = document.getElementsByClassName(""dropdown-content"");
        var i;
        for (i = 0; i < dropdowns.length; i++) {
            var openDropdown = dropdowns[i];

            /// here is where the behaviour needs to be added //////////
            if (openDropdown.classList.contains('show') &&
                ($(event.target).hasClass('menubtns'))) {

                openDropdown.classList.remove('show');
                console.log('you have clicked an option');

            } else {
                console.log('not clicked on an option')
                openDropdown.classList.remove('show');
                mainpageaccessibility();

            }
        }
    }
}
",0
65147347,"function Rectangle(base, altura) {
  this.base = base;
  this.altura = altura;

  this.area = function() {
    return this.base * this.altura;
  };

  this.perimetre = function() {
    return 2 * (this.base + this.altura);
  };

  this.toString = function() {
    return (
      '(b= ' +
      this.base +
      ', h= ' +
      this.altura +
      ', a = ' +
      this.area() +
      ', p =' +
      this.perimetre() +
      ')'
    );
  };
}

var rectangles = [
  new Rectangle(1, 1),
  new Rectangle(2, 2.05),
  new Rectangle(2, 5),
  new Rectangle(1, 3),
  new Rectangle(4, 4),
  new Rectangle(2, 8)
];
console.log('rectangles (before):');
rectangles.forEach(item => console.log(item.area()));

Array.prototype.ordenaPerArea = function() {
  return this.sort(function(rectA, rectB) {
    return rectA.area() - rectB.area();
  });
}

rectangles.ordenaPerArea();

console.log('rectangles (after):');
rectangles.forEach(item => console.log(item.area()));
function Rectangle(base, altura) {
  this.base = base;
  this.altura = altura;

  this.area = function() {
    return this.base * this.altura;
  };

  this.perimetre = function() {
    return 2 * (this.base + this.altura);
  };

  this.toString = function() {
    return (
      '(b= ' +
      this.base +
      ', h= ' +
      this.altura +
      ', a = ' +
      this.area() +
      ', p =' +
      this.perimetre() +
      ')'
    );
  };
}
var rectangles = [
  new Rectangle(1, 1),
  new Rectangle(2, 2.05),
  new Rectangle(2, 5),
  new Rectangle(1, 3),
  new Rectangle(4, 4),
  new Rectangle(2, 8)
];
console.log('rectangles (before):');
rectangles.forEach(item => console.log(item.area()));

Array.prototype.ordenaPerArea = function() {
  const orderedArray = this.map(item => item);
  orderedArray.sort(function(rectA, rectB) {
    return rectA.area() - rectB.area();
  });

  return orderedArray;
}

const orderedRectangles = rectangles.ordenaPerArea();


console.log('orderedRectangles:');
orderedRectangles.forEach(item => console.log(item.area()));
console.log('rectangles (after):');
rectangles.forEach(item => console.log(item.area()));",0
65151903,"// students is renamed to items as I'm sure these were not students
let items = [{
    // size is now a number, so it's easier to work with
    size: 105000,
    material: 'Aluminium',
    color: 'Dark Blue',
    image: 'https://source.unsplash.com/wpOnFM9hjNI/300x300',
  },
  {
    size: 90000,
    material: 'Stainless',
    color: 'Dark Grey',
    image: 'https://source.unsplash.com/LKiB35E8iGA/300x300',
  },
];

// instead of listening to button clicks we listen to form submit
document.querySelector('form').addEventListener('submit', handleSubmit)

function handleSubmit(event) {
  // prevent page reload
  event.preventDefault();
  // get the form elements
  let {
    depth,
    width
  } = event.target.elements;

  // multiply the fields' values
  let product = parseFloat(depth.value) * parseFloat(width.value);
  // get the item by size
  let item = getItem(product);
  // if there is an item found
  let result = item
    ? `<h2>Material: ${item.material}</h2>
 <p>Color: ${item.color}</p>
 <img src=""${item.image}"" alt="""">`
    : `<h2>Oh, noes!</h2>
 <p>No item found</p>`;

  // render the result
  document.getElementById('result').innerHTML = result;
}

function getItem(size) {
  for (let i = 0; i < items.length; i++) {
    if (items[i].size === size) {
      return items[i];
    }
  }
  // if we didn't find anything
  return null;
}",0
65090778,"const process = (arr) => {
  const result = [];
  let last = -1;
  for (let i = 0; i <= arr.length; i++) {
    if (typeof arr[i] === ""string"" || !(i in arr)) {
      if (last !== -1) {
        result.push([last, i]);
      }
      last = i;
    }
  }

  return result.map(([start, end]) => ({
    month: arr[start],
    days: arr.slice(start + 1, end),
  }));
};

const array = [""January"", 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, ""February"", 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]

console.log(process(array));",0
65137472,"/* Function should compare the user's wishlist with the parks */
function getWishlistParksForUser(parks, users, userID) {
  return users[userID].wishlist.map(wishId => parks.find(p => p.id == wishId));
}

// The users objects (non-editable)
const users = {
  ""karah.branch3"": {
    visited: [2],
    wishlist: [1, 3],
  },
  ""dwayne.m55"": {
    visited: [2, 3],
    wishlist: [1, 2],
  },
};

// The parks array (non-editable)
const parks = [{
    id: 1,
    name: ""Acadia"",
    areaInSquareKm: 198.6,
    location: {
      state: ""Maine""
    },
  },
  {
    id: 2,
    name: ""Canyonlands"",
    areaInSquareKm: 1366.2,
    location: {
      state: ""Utah""
    },
  },
  {
    id: 3,
    name: ""Zion"",
    areaInSquareKm: 595.9,
    location: {
      state: ""Utah""
    },
  },
];

console.log(getWishlistParksForUser(parks, users, ""dwayne.m55""));",0
65121205,"let string = Array.from('w3resource');

for (let i = 0; i < string.length; i++) {
    let removeLast = string.pop();
    let insertFirst = string.unshift(removeLast);
    console.log(string);
}

VM355:6 (10) [""e"", ""w"", ""3"", ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c""]
VM355:6 (10) [""c"", ""e"", ""w"", ""3"", ""r"", ""e"", ""s"", ""o"", ""u"", ""r""]
VM355:6 (10) [""r"", ""c"", ""e"", ""w"", ""3"", ""r"", ""e"", ""s"", ""o"", ""u""]
VM355:6 (10) [""u"", ""r"", ""c"", ""e"", ""w"", ""3"", ""r"", ""e"", ""s"", ""o""]
VM355:6 (10) [""o"", ""u"", ""r"", ""c"", ""e"", ""w"", ""3"", ""r"", ""e"", ""s""]
VM355:6 (10) [""s"", ""o"", ""u"", ""r"", ""c"", ""e"", ""w"", ""3"", ""r"", ""e""]
VM355:6 (10) [""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e"", ""w"", ""3"", ""r""]
VM355:6 (10) [""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e"", ""w"", ""3""]
VM355:6 (10) [""3"", ""r"", ""e"", ""s"", ""o"", ""u"", ""r"", ""c"", ""e"", ""w""]
",0
65151075,"const sql = ""INSERT INTO no_em_tab values (:a, :b)"";

const binds = [
  { a: 1, b: ""Test 1 (One)"" },
  { a: 2, b: ""Test 2 (Two)"" },
  { a: 3, b: ""Test 3 (Three)"" },
  { a: 4 },
  { a: 5, b: ""Test 5 (Five)"" }
];

// bindDefs is optional for IN binds but it is generally recommended.
// Without it the data must be scanned to find sizes and types.
const options = {
  autoCommit: true,
  bindDefs: {
    a: { type: oracledb.NUMBER },
    b: { type: oracledb.STRING, maxSize: 15 }
  }
};
",0
65149121,"let number = 100
 
function change(number) {
    //This is the variable scoped to the function
    number = number * 10;
}
//This is the variable defined in the global scope
change(number);
 
console.log(number);
",0
65100027,"import { createApp } from 'vue'
import store from './store'
import router from './router'
import App from './App.vue'

let app;

firebase.auth().onAuthStateChanged(user => {
  console.log(""user"", user);
  app = createApp(App);
  app.use(store);
  app.use(router);
  app.mount(""#app"");
});

import { createWebHistory, createRouter } from ""vue-router"";
import Home from ""@/views/Home.vue"";
import About from ""@/views/About.vue"";

const routes = [
  {
    path: ""/"",
    name: ""Home"",
    component: Home,
  },
  {
    path: ""/about"",
    name: ""About"",
    component: About,
  },
];

const router = createRouter({
  history: createWebHistory(),
  routes,
});

export default router;
",0
65116026,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <title>Title</title>
</head>
<body>
<form name=""fv"">
    <table>
        <tr><td colspan=""3""><b>Enter Investment Information:</b></td></tr>
        <tr>
            <td>1)</td>
            <td>Amount of the Investment (any currency):</td>
            <td>
                <input type=""text"" name=""investment"" size=""12""
                       onchange=""calculate();"">
            </td>
        </tr>
        <tr>
            <td>2)</td>
            <td>percentage rate of interest:</td>
            <td>
                <input type=""text"" name=""interest"" size=""12""
                       onchange=""calculate();"">
            </td>
        </tr>
        <tr>
            <td>3)</td>
            <td>Monthly Payment Amount:</td>
            <td>
                <input type=""text"" name=""monthly"" size=""12""
                       onchange=""calculate();"">
            </td>
        </tr>
        <tr>
            <td>4)</td>
            <td>Terms:</td>
            <td>
                <input type=""text"" name=""terms"" size=""12""
                       onchange=""calculate();"">
            </td>
        </tr>
        <tr>
            <td colspan=""3"">
                <input type=""button"" value=""Calculate"" onclick=""calculate();"">
            </td>
        </tr>
        <tr>
            <td colspan=""3"">
                <b>Investment Information:</b>
            </td>
        </tr>
        <tr>
            <td>4)</td>
            <td>Your Investment will be worth:</td>
            <td><input type=""text"" name=""payment"" size=""12""></td>
        </tr>
    </table>
</form>
<script type=""text/javascript"">
  function calculate() {
      var investment = document.fv.investment.value;
      var interest = document.fv.interest.value / 100 / 12;
      var terms = document.fv.terms.value * 12;

      var x = Math.pow(1 + interest, terms);
      var monthly = (investment * x);
       
      if (!isNaN(monthly) && (monthly !== Number.POSITIVE_INFINITY) &&
              (monthly !== Number.NEGATIVE_INFINITY)) {
          document.fv.payment.value = round(monthly);
      }
      else {
          document.fv.payment.value = """";
      }
  }

  function round(x) {
      return Math.round(x * 100) / 100;
  }
</script>
</body>

</html>",0
65085677,"var allPromises = [];
for (const element of htmlData) {
  var input = document.getElementById(element);
  if (input.toLowerCase().startsWith('<img')) {
    allPromises.push(html2canvas(input));
  } else {
    allPromises.push(Promise.resolve(input));
  }
}

Promise.all(allPromises).then(response => {
  response.forEach(input => {
    if (input instanceof String) {
      doc.setFont(fontName, 'bold');
      var isH3 = input.toLowerCase().startsWith('<h3>');
      writeText(input, isH3 ? h3_fontSize : h5_fontSize, isH3 ? 5 : 3);
    } else {
      imgData = input.toDataURL('image/jpeg', 1.0);
      doc.addImage(imgData, 'PNG', left_edge_distance, position_mm, 100, 100);
    }
  });
  doc.save('download.pdf');
});
",0
65110341,"import http from ""k6/http"";
import { parseHTML } from ""k6/html"";

export default function() {
    const res = http.get(""https://top-tuning.ru/""); 
    const doc = parseHTML(res.body); 
    const pageTitle = doc.find('head title').text(); 
    const langAttr = doc.find('html').attr('lang');
    doc.find(""img"").toArray().forEach(function (idx) {
        console.log(idx.attr(""src""));
    });
}
",0
65096304,"  const tableColumns = [
   // ..other columns
  {
    title: ""Password"",
    field: ""password"",
    editComponent: ({ value, onChange }) => (
      <input
        type=""text""
        value={value || """"}
        onChange={(e) => onChange(e.target.value)}
      />
    ),

    render: (rowData) => (
      <input
        type=""password""
        value={rowData.password}
        readOnly />
    )
  }
];
",0
65150926,"function scan(freightItems) {
  let contrabandIndexes = [];

  freightItems.forEach((el, idx) => {
    if (el == 'contraband') {
      contrabandIndexes.push(idx);
    }
  });
  return contrabandIndexes;
}

const indexes = scan(['dog', 'contraband', 'cat', 'zippers', 'contraband']);
console.log('Contraband Indexes: ' + indexes); // should be [1, 4]
",0
65113374,"const start_tds =  document.querySelectorAll(""tr > td:nth-child(2)"");
   const end_tds =  document.querySelectorAll(""tr > td:nth-child(3)"");
   
   const len = Math.min( start_tds.length, end_tds.length );
   const today = new Date();
   


   for( let i = 0; i < len; i++ ) {
       
    start_time = toDate( start_tds[ i ].textContent ) ;
    end_time =   toDate(end_tds[ i ].textContent );

    if ( today > start_time && today < end_time  ) {
        document.querySelector(""tbody > tr:nth-child("" + ( i + 1 ) + "")"").classList.add(""red"");
    }
    
   }



   function toDate( str ) {
    // 02/12/2020 10:00 AM start_tds[ i ].textContent
    const date_parts = str.split(""/"")
    const d = date_parts[1] + ""/"" + date_parts[0] + ""/"" + date_parts[2];
    return new Date( d );
   }
<body>
    <table>
        <thead>
            <tr><th>Subject</th><th>Start Time</th><th>End Time</th><th>Location</th><th>Organizer</th></tr>
        </thead>
        <tbody>
            <tr><td>test event 1</td><td>02/12/2020 10:00 AM</td><td>02/12/2020 06:00 PM</td><td>zoom Meeting</td><td>me</td></tr>
            <tr><td>test event 2</td><td>02/12/2020 11:30 AM</td><td>02/12/2020 09:30 PM</td><td>wherever</td><td>you</td></tr>
            <tr><td>test event 3</td><td>02/12/2020 12:00 PM</td><td>02/12/2020 01:00 PM</td><td>zoom Meeting</td><td>them</td></tr>
        </tbody>
    </table>",0
65097990,"    <form [formGroup]=""myForm"">
          <div class=""checkbox"">
            <label for=""waiting""> waiting </label>
            <input class=""input-control checkbox-box"" formControlName=""isTest"" 
              [attr.disabled]=""myForm.get('isTimed').value|| null""
              name=""waiting"" id=""waiting""
              type=""checkbox"">
          </div>
    
          <div class=""checkbox"">
            <label for=""functional""> functional </label>
            <input class=""input-control checkbox-box"" formControlName=""isFunctional"" 
              [attr.disabled]=""myForm.get('isTimed').value || null""
              name=""functional"" id=""functional""
              type=""checkbox"">
          </div>
    
          <div class=""checkbox"">
            <label for=""test""> test </label>
            <input class=""input-control checkbox-box"" formControlName=""isTimed"" name=""test"" 
             [attr.disabled]=""(myForm.get('isTest').value && myForm.get('isFunctional').value) || null"" 
             id=""test"" type=""checkbox"">
          </div>
    
    </form>

   combineLatest(
      this.myForm.get(""isTest"").valueChanges.pipe(startWith(this.myForm.value.isTest)),
      this.myForm.get(""isFunctional"").valueChanges.pipe(startWith(this.myForm.value.isFunctional)),
      this.myForm.get(""isTimed"").valueChanges.pipe(startWith(this.myForm.value.isTimed))
    )
      .subscribe(([isTest, isFunctional, isTimed]: [any, any, any]) => {
        const timedCtr = this.myForm.get(""isTimed"");
        const testCtr = this.myForm.get(""isTest"");
        const functionalCtr = this.myForm.get(""isFunctional"");
        if (isTimed) {
          testCtr.disable({ emitEvent: false });
          functionalCtr.disable({ emitEvent: false });
          testCtr.setValue(false, { emitEvent: false });
          functionalCtr.setValue(false, { emitEvent: false });
        } else {
          testCtr.enable({ emitEvent: false });
          functionalCtr.enable({ emitEvent: false });
        }
        if (isTest && isFunctional) {
          timedCtr.disable({ emitEvent: false });
           timedCtr.setValue(false, { emitEvent: false });
        } else timedCtr.enable({ emitEvent: false });
      });
  }
",0
65100676,"const TEST = (function() {
    let booleans = {
        boolOne: false,
        boolTwo: false,
        boolThree: false
    };

    let events = {
        clickEvent:
            function(event) {
                //do stuff
            },
        keyEvent:
            function(event) {
                //do other stuff
            }
    };

    return {
        executesMoreThanOnce: function(booleans, events, index) {
            booleanObject = booleans;
            eventsObject = events;

            if (i == 2) {
                booleanObject.boolTwo = true;
            }
            else if (i == 4) {
                booleanObject.boolOne = true;
                booleanObject.boolTwo = false;
            }

            console.log('booleanObject: ', booleanObject);
        },
        get variables() {
            return {
                booleans,
                events
            }
        }
    };
}());

for (var i=0; i<5; i++) {
    TEST.executesMoreThanOnce(TEST.variables.booleans, TEST.variables.events, i);
}
",0
65123255,"public getAdminHeaders(): HttpHeaders { // <-- declared return type
  if (localStorage.getItem('access_token')) {
    this._adminHeaders = new HttpHeaders({
      'Authentication': localStorage.getItem('access_token') || 'null'
    });
  } else {
    this._adminHeaders = new HttpHeaders({
      'Accept': 'application/json',
      'Content-Type': 'application/json'
    })
  }
  return this._adminHeaders;
}
",0
65122035,"const getAverage = (reviews) => {
    let TotalStars = reviews.reduce((prev, curr) => (curr.stars + prev), 0)
    // TotalStars is 3.6666 
    // below use any one of them averageStars
    // let averageStars = Math.round(TotalStars/reviews.length);  // output 4
    // let averageStars = Math.floor(TotalStars/reviews.length);  // output 3
    let averageStars = Math.floor((TotalStars/reviews.length)*10)/10;// output 3.6
    return averageStars;
};

<div>
    <p className=""totalReviewsTally"">Average: {getAverage(reviews)} {reviews.length}</p>
</div>
",0
65134370,"let initArray = [];
i=0; // define i
function makeArray() {
  do {
    let val = Math.floor(Math.random() * 9)
    initArray.push(val);
    shiftArray(); //call shiftArray
    console.log(initArray);
    i++;
  }
  while (i < 100) //reduced to prevent computers from screaming
}

function shiftArray() {

if (initArray.length > 5) {
    initArray.shift();
  }
}
makeArray();",0
65107499,"var typeString = ['• I\'m Mr. Frits\n• and I love Pakistan...:)'];

var i = 0;
var count = 0
var selectedText = '';
var text = '';
(function type() {
  if (count == typeString.length) {
    count = 0;
  }
  selectedText = typeString[count];
  text = selectedText.slice(0, ++i);
  document.getElementById('typing').innerHTML = text.fontsize(6);
  document.getElementById('typing').style.fontFamily = ""monospace"";
  document.getElementById(""typing"").style.color = ""black"";
  document.getElementById(""typing"").style.fontWeight = ""normal"";

  if (text.length === selectedText.length) {
    count++;
    i = 0;

  }
  setTimeout(type, 300);
}());

function sleep(milliseconds) {
  var start = new Date().getTime();
  for (var i = 0; i < 1e7; i++) {
    if ((new Date().getTime() - start) > milliseconds) {
      break;
    }
  }
}",0
65093382,"const steps = {
  one: async () => {
    await something();
    steps.two();
  }
  
  two: async () => {
    try {
      const results = await somethingElse();
      steps.three(results);
    } catch(e) {
      // TODO display error message
      steps.one();
    }    
  }
  
  three: async () => {
    // do whatever
  }
}",0
65147210,"cards.map(card => {
return (
                    <div class=""mdc-layout-grid__cell mdc-layout-grid__cell--span-4-phone mdc-layout-grid__cell--span-3-tablet mdc-layout-grid__cell--span-4-desktop process-card"">
                        <div class=""process-card__number-container"">
                            <div class=""process-card__number-container__circle"">
                                <div class=""process-card__number-container__circle process-card__number-container__circle__number""> {card.Number} </div>
                            </div>
                        </div>
                        <div class="".tk-typography--title-md process-card__title""> {card.Title} </div>
                        <div class=""mdc-typography--body preserve-linebreaks process-card__text""> {card.ContentText} </div>
                        <a class=""mdc-button process-card__link"" href={card.Link}> {card.LinkText} </a>  
                    </div>
);
                    })
",0
65144544,"<div class=""row"">
    <form>
        <label class=""radio-inline"">
            <input type=""radio"" name=""optradio"" value=""notspecific"" checked>&nbsp;Latest Available Semester
        </label>

        <label class=""radio-inline"">
            <input type=""radio"" name=""optradio"" value=""specific"">&nbsp;Specific Semester
        </label>
        <select id=""dropdown"" >
            <option value="""">--Please choose an option--</option>
            <option value=""dog"">Dog</option>
            <option value=""cat"">Cat</option>
        </select>
    </form>
</div>
<!-- jQuery -->
<script
  src=""http://code.jquery.com/jquery-3.5.1.min.js""
  integrity=""sha256-9/aliU8dGd2tb6OSsuzixeV4y/faTqgFtohetphbbj0=""
  crossorigin=""anonymous""></script>
<script>

$(document).ready(function(){
    // hidden at init
    $('#dropdown').hide();
    $('input[type=""radio""]').click(function(){
    // test the value of radio button to decide to show or hide the dropdown
        if ($(this).val() == 'specific') {
            $('#dropdown').show();
        }
        else{
            $('#dropdown').hide();
        };
    });
});

</script>
",0
65132611,"export class FileUploadComponent extends Component {
  constructor(props) {
    super(props);
    this.state = {
      //Keys: [],
      //values: [],
      modify: { Keys: [""key1"", ""key2"", ""key3""], values: [""""] }
    };

    this.handleSubmit = this.handleSubmit.bind(this);
    this.handleChange = this.handleChange.bind(this);
  }

  createUI() {
    const { modify } = this.state;
    const keys = modify.Keys;
    const values = modify.values;
    
    const val = keys.map((item, i) => {
      return values.map((el, i) => {
        return (
          <div key={i}>
            <label>{item}</label>
            <input
              type=""text""
              onChange={(event) => this.handleChange(event, i)}
            />
          </div>
        );
      });
    });
    return val;
  }

  handleChange(event, i) {
    const { modify } = this.state;
    let values = [...modify.values];
    values[i] = event.target.value;
    this.setState({ values: values });
  }

  handleSubmit(event) {
    alert(""A name was submitted: "" + this.state.values.join("", ""));
    event.preventDefault();
  }

  ModifyList() {
    const { modify } = this.state;
    const keys = modify.Keys;
    const val = keys.map(function (item, i) {
      return (
        <div>
          <label>{item}</label>
          <input type=""text"" />
        </div>
      );
    });
    return val;
  }

  render() {
    return (
      <div>
        <form onSubmit={this.handleSubmit}>
          {/*this.ModifyList()*/}
          {this.createUI()}
          <input type=""submit"" className=""btn btn-primary"" value=""Search !"" />
          <input type=""submit"" className=""btn btn-primary"" value=""Edit !"" />
        </form>
      </div>
    );
  }
}",0
65156098,"ngAfterViewInit(): void {
    var textWrapper = document.querySelector('.an-2');
    textWrapper.innerHTML = textWrapper.textContent.replace(/\S/g, ""<span class='letter'>$&</span>"");
    anime.timeline({loop: false})
      .add({
        targets: '.an-2 .letter',
        opacity: [0,1],
        easing: ""easeInOutQuad"",
        duration: 2250,
        comp: this,
        delay: (el, i) => 150 * (i+1),
        complete:(anim) => {
          console.log('Completed' + anim);
          this.comp.showOptions();
        }
      });
  }

showOptions(){
   console.log('Show options called.');
}
",0
65133137,"<script src=""https://cdnjs.cloudflare.com/ajax/libs/jquery/1.9.1/jquery.min.js""></script>
<div id=""newsletter"">
  <div class=""newsletter"">
    <h6 class=""headerDIV"">SUBSCRIBE TO OUR NEWSLETTER</h6>
    <input id=""newsletterInputEmail"" class=""input-email"" type=""email"" placeholder=""Enter your email here"">
    <button id=""newsletterButtonSubmit"" width=""100px"" class=""w3-button w3-round-xlarge w3-grey"">Submit</button>
    <p><label id=""newsletterEmailMSG"" class=""textFillField"">This field is mandatory</label></p>
    <p><input id=""newsletterCheckbox"" class=""w3-check"" type=""checkbox""><label class=""textRights"">I have read and accepted the general terms and conditions*</label></p>
    <p><label id=""newsletterCheckboxMSG"" class=""textFillField"">This field is mandatory</label></p>
    <label class=""textRights2"">See our <a href=""politics/privacy/politica_de_privacidade_pt.pdf"" target=""_blank"" style=""text-decoration: underline;"">Privacy Notice</a> for more information.</label>
  </div>
</div>",0
65102509,"var arr = [{Month: ""Nov-2020"",Track: ""MS"",total: 100},
 {Track: ""ZZ"", Month: ""Nov-2020"",  total: 80},
 {Track: ""ZZ"", Month: ""Dec-2020"",  total: 20},
 {Track: ""AA"", Month: ""Nov-2020"",  total: 30},
 {Track: ""AA"", Month: ""Dec-2020"",  total: 20},
 {Track: ""MS"", Month: ""Dec-2020"",  total: 20}]

const result = arr.reduce((r, value, i) => {
const {Month, Track, total} = value

if(i > 0){
    var found = r.find(x=> x.Track == value.Track)
  if(found){
    const cumVal = found.total
    const newDatum = { total: total + cumVal, Month,  Track}
    r.push(newDatum);
  }else{
    const newDatum = { total: total, Month,  Track}
    r.push(newDatum);
  }
}else{
  const newDatum = { total: total, Month,  Track}
  r.push(newDatum);
}
return r;
}, [])
console.log(results)
",0
65121898,"/**
 * Get all children that start before `offset_top` and end after 
 * `offset_top`.
 *
 * @param {(HTMLElement|jQuery|string)} parent 
 *    The parent as the element or as the selector
 * @param {number} offset_top
 *    The top offset to check
 *
 * @return {jQuery}
 *    All elements that are on the specific location.
 */
function findChildrenWithOffset(parent, offset_top){
  let found = $([]);
  $(parent).children().each(function(){
    let t = $(this);
    let o = t.offset();
    let start = o[""top""];
    let end = start + t.outerHeight();
    if(start <= offset_top && offset_top <= end){
      found = found.add(t);
    }
    if(t.children().length > 0){
      t.children().each(function(){
        found = found.add(findChildrenWithOffset(this, offset_top));
      });
    }
  });
  
  return found;
}

let c = findChildrenWithOffset(document, 140);
// get the most inner child only
c = c.last();
$(c).css(""background"", ""red"");",0
65151386,"// JS animation script start here

var question = 0;

var questions = Array.from(document.getElementsByClassName(""quiz"")).reduce((carry, item) => {
  carry.push(item.textContent.trim())
  return carry;
}, []);

var anim;
var targets;

function prepQuestion() {
  $(""#rect"").text(questions[question]);

  var textWrappers = document.querySelectorAll('#rect');
  textWrappers.forEach(textWrapper => {
    textWrapper.innerHTML = textWrapper.textContent.replace(/(\S*)/g, m => {
      return `<span class=""word"">` +
        m.replace(/(-|)?\S(-|@)?/g, ""<span class='letter'>$&</span>"") +
        `</span>`;
    });
  });

  targets = Array.from(document.querySelectorAll('#rect .letter'));

  anim = anime.timeline()
    .add({
      targets: targets,
      scale: [3, 1],
      scaleY: [1.5, 1],
      opacity: [0, 1],
      translateZ: 0,
      easing: ""easeOutExpo"",
      duration: 150,
      delay: (el, i) => 20 * i
    });
}

// init
prepQuestion();

function next() {
  anim = anime.timeline()
    .add({
      targets: targets.reverse(),
      scale: [1, 3],
      scaleY: [1, 1.5],
      opacity: [1, 0],
      translateZ: 0,
      easing: ""easeOutExpo"",
      duration: 50,
      delay: (el, i) => 10 * i
    });

  anim.complete = () => {
    if (question == questions.length - 1) {
      question = 0;
    } // reset question
    else {
      question++;
    }

    prepQuestion();
  };
}

function previous() {
  anim = anime.timeline()
    .add({
      targets: targets.reverse(),
      scale: [1, 3],
      scaleY: [1, 1.5],
      opacity: [1, 0],
      translateZ: 0,
      easing: ""easeOutExpo"",
      duration: 50,
      delay: (el, i) => 10 * i
    });

  anim.complete = () => {
    if (question == 0) {
      question = questions.length - 1;
    } // reset question
    else {
      question--;
    }

    prepQuestion();
  };
}
// JS animation script end here

// textarea script start here

const sendButton = document.getElementById('send-btn');
const textArea = document.getElementById('input');
const innerDiv = document.getElementById('rect');
const container = document.getElementById('q-container');
var message = textArea.value;

sendButton.addEventListener('click', function() {
  // split the textarea entries into an array
  let lines = (textArea.value).split(""\n"");

  // iterate over each line, creating a div/span and inserting into the DOM
  lines.forEach((line) => {
    let encodedLine = encodeHtmlEntity(line);
    let newElement = `<div class=""quiz"">${encodedLine}</div>`;
    container.innerHTML += newElement;
    questions = Array.from(document.getElementsByClassName(""quiz"")).reduce((carry, item) => {
      carry.push(item.textContent.trim())
      return carry;
    }, []);
  });

  // reset the textarea
  textArea.value = '';

});

function encodeHtmlEntity(input) {
  var output = input.replace(/[\u00A0-\u9999<>\&]/gim, function(i) {
    return '&#' + i.charCodeAt(0) + ';';
  });

  return output;
}
  #rect {
    font-weight: 900;
    font-size: 1.5em;
    font-family: rr;
  }
  
  #rect .letter {
    line-height: 1em;
  }
  
  #quizss {
    display: none;
  }
  
  .word {
    white-space: nowrap;
  }
<script src=""/scripts/snippet-javascript-console.min.js?v=1""></script>
<script src=""https://cdnjs.cloudflare.com/ajax/libs/animejs/3.2.0/anime.min.js""></script>
<script src=""https://cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js""></script>
<div id=""q-container"">
<div class=""quiz"">Question-1 : The color of !the sky is...?</div>
<div class=""quiz"">Question-2 : Paper comes from...?</div>
<div class=""quiz"">Question-3 : How many hours in a day?</div>
<div class=""quiz"">Question-4 : A Giraffe is a fish?</div>
</div>

<div id=""rect""></div>

<br><br>
<textarea class=""input"" id=""input"" placeholder=""Message...""></textarea>
<button class=""waves-effect waves-light"" id=""send-btn"">Send</button>

<br><br>
<Button id=""rc"" onclick=""previous()"">previous</Button>
<Button id=""rc"" onclick=""next()"">Next</Button>",0
